Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,4263.109863,4301.770020,4247.660156,4300.859863,4300.859863,0
1997-07-02,4302.959961,4395.310059,4295.399902,4333.899902,4333.899902,0
1997-07-03,4335.790039,4393.290039,4299.970215,4323.459961,4323.459961,0
1997-07-04,4332.700195,4347.589844,4300.580078,4323.819824,4323.819824,0
1997-07-07,4326.810059,4391.009766,4289.490234,4291.450195,4291.450195,0
1997-07-08,4285.649902,4313.000000,4252.490234,4306.390137,4306.390137,0
1997-07-09,4315.419922,4404.830078,4315.419922,4404.689941,4404.689941,0
1997-07-10,4413.390137,4448.060059,4376.109863,4378.370117,4378.370117,0
1997-07-11,4372.750000,4372.750000,4301.930176,4321.979980,4321.979980,0
1997-07-14,4251.700195,4251.700195,4182.419922,4225.020020,4225.020020,0
1997-07-15,4229.890137,4261.029785,4204.720215,4221.020020,4221.020020,0
1997-07-16,4232.529785,4263.259766,4171.000000,4183.419922,4183.419922,0
1997-07-17,4183.910156,4202.310059,4152.259766,4193.609863,4193.609863,0
1997-07-18,4174.720215,4193.720215,4115.729980,4124.810059,4124.810059,0
1997-07-21,4134.080078,4155.500000,4105.279785,4154.279785,4154.279785,0
1997-07-22,4161.939941,4189.819824,4145.649902,4186.290039,4186.290039,0
1997-07-23,4204.830078,4258.600098,4182.319824,4251.129883,4251.129883,0
1997-07-24,4264.930176,4294.950195,4223.609863,4226.370117,4226.370117,0
1997-07-25,4218.290039,4222.729980,4159.000000,4189.810059,4189.810059,0
1997-07-28,4191.910156,4197.209961,4163.529785,4181.479980,4181.479980,0
1997-07-29,4180.589844,4218.979980,4171.109863,4217.580078,4217.580078,0
1997-07-30,4230.799805,4253.810059,4220.180176,4244.890137,4244.890137,0
1997-07-31,4252.370117,4331.580078,4245.520020,4305.759766,4305.759766,0
1997-08-01,4322.189941,4356.549805,4314.060059,4347.319824,4347.319824,0
1997-08-04,4392.470215,4478.189941,4392.470215,4465.370117,4465.370117,0
1997-08-05,4477.500000,4548.790039,4477.500000,4548.020020,4548.020020,0
1997-08-06,4568.390137,4605.410156,4505.060059,4523.009766,4523.009766,0
1997-08-07,4527.910156,4546.910156,4439.479980,4447.060059,4447.060059,0
1997-08-08,4460.229980,4467.180176,4373.200195,4397.540039,4397.540039,0
1997-08-11,4434.020020,4482.509766,4423.689941,4481.299805,4481.299805,0
1997-08-12,4496.799805,4504.029785,4393.240234,4425.029785,4425.029785,0
1997-08-13,4419.339844,4419.339844,4353.319824,4370.129883,4370.129883,0
1997-08-14,4372.290039,4381.529785,4290.129883,4320.970215,4320.970215,0
1997-08-15,null,null,null,null,null,null
1997-08-18,null,null,null,null,null,null
1997-08-19,4277.290039,4277.290039,4151.629883,4165.370117,4165.370117,0
1997-08-20,4166.790039,4238.089844,4144.470215,4234.629883,4234.629883,0
1997-08-21,4252.049805,4265.189941,4138.270020,4156.160156,4156.160156,0
1997-08-22,4132.990234,4144.169922,4037.310059,4047.669922,4047.669922,0
1997-08-25,null,null,null,null,null,null
1997-08-26,4038.580078,4110.509766,4038.580078,4107.240234,4107.240234,0
1997-08-27,4131.049805,4132.620117,4085.290039,4097.560059,4097.560059,0
1997-08-28,4093.760010,4093.760010,3960.340088,3963.149902,3963.149902,0
1997-08-29,3916.580078,3945.669922,3851.040039,3876.080078,3876.080078,0
1997-09-01,3875.260010,3948.919922,3854.209961,3943.669922,3943.669922,0
1997-09-02,3944.310059,3960.760010,3869.610107,3950.030029,3950.030029,0
1997-09-03,3966.870117,4016.209961,3946.429932,3965.389893,3965.389893,0
1997-09-04,3963.939941,4012.179932,3932.770020,4007.040039,4007.040039,0
1997-09-05,4018.590088,4036.610107,4005.070068,4032.350098,4032.350098,0
1997-09-08,4029.850098,4088.260010,4006.280029,4087.300049,4087.300049,0
1997-09-09,4095.120117,4112.479980,4030.860107,4031.550049,4031.550049,0
1997-09-10,4018.750000,4050.280029,3998.320068,4045.610107,4045.610107,0
1997-09-11,4057.899902,4070.360107,4008.000000,4010.070068,4010.070068,0
1997-09-12,4013.010010,4018.500000,3979.429932,3995.939941,3995.939941,0
1997-09-15,3987.389893,4057.350098,3985.969971,4018.419922,4018.419922,0
1997-09-16,4026.020020,4035.389893,4000.840088,4012.590088,4012.590088,0
1997-09-17,4013.679932,4013.679932,3914.580078,3928.330078,3928.330078,0
1997-09-18,3904.419922,3904.419922,3844.489990,3884.770020,3884.770020,0
1997-09-19,3891.629883,3894.090088,3820.280029,3825.120117,3825.120117,0
1997-09-22,3830.810059,3835.040039,3758.520020,3770.989990,3770.989990,0
1997-09-23,3772.590088,3823.290039,3763.370117,3822.419922,3822.419922,0
1997-09-24,3834.969971,3864.250000,3823.010010,3825.909912,3825.909912,0
1997-09-25,3835.800049,3888.510010,3835.800049,3887.560059,3887.560059,0
1997-09-26,3895.979980,3927.770020,3883.879883,3925.239990,3925.239990,0
1997-09-29,3918.050049,3964.030029,3908.840088,3912.830078,3912.830078,0
1997-09-30,3911.340088,3918.419922,3885.590088,3902.030029,3902.030029,0
1997-10-01,3885.409912,3905.510010,3848.149902,3905.510010,3905.510010,0
1997-10-02,null,null,null,null,null,null
1997-10-03,3907.219971,3923.260010,3833.919922,3847.729980,3847.729980,0
1997-10-06,3850.350098,3862.169922,3829.050049,3857.340088,3857.340088,0
1997-10-07,3851.939941,3910.330078,3845.709961,3909.459961,3909.459961,0
1997-10-08,3912.399902,3940.530029,3912.399902,3930.229980,3930.229980,0
1997-10-09,3927.850098,3982.439941,3917.389893,3979.959961,3979.959961,0
1997-10-10,3999.649902,4083.989990,3999.649902,4057.370117,4057.370117,0
1997-10-13,4093.919922,4118.919922,4056.479980,4066.050049,4066.050049,0
1997-10-14,4061.510010,4062.810059,4011.110107,4012.399902,4012.399902,0
1997-10-15,4015.550049,4042.689941,3999.139893,4034.550049,4034.550049,0
1997-10-16,4082.659912,4090.510010,4046.469971,4077.050049,4077.050049,0
1997-10-17,4102.290039,4137.770020,4095.699951,4106.259766,4106.259766,0
1997-10-20,4123.799805,4157.009766,4103.629883,4154.839844,4154.839844,0
1997-10-21,4157.689941,4166.140137,4103.859863,4116.990234,4116.990234,0
1997-10-22,4118.669922,4119.549805,4079.870117,4082.699951,4082.699951,0
1997-10-23,4073.419922,4080.120117,3983.179932,4009.770020,4009.770020,0
1997-10-24,3992.399902,3992.399902,3922.540039,3957.459961,3957.459961,0
1997-10-27,3969.750000,3979.530029,3914.959961,3934.330078,3934.330078,0
1997-10-28,null,null,null,null,null,null
1997-10-29,null,null,null,null,null,null
1997-10-30,3803.090088,3815.239990,3795.659912,3803.239990,3803.239990,0
1997-10-31,null,null,null,null,null,null
1997-11-03,3814.750000,3820.370117,3748.889893,3790.820068,3790.820068,0
1997-11-04,3799.550049,3852.239990,3782.939941,3805.949951,3805.949951,0
1997-11-05,3805.139893,3807.449951,3759.159912,3778.229980,3778.229980,0
1997-11-06,3744.389893,3766.760010,3714.030029,3763.959961,3763.959961,0
1997-11-07,3761.159912,3764.610107,3732.110107,3747.320068,3747.320068,0
1997-11-10,3733.310059,3733.310059,3707.669922,3721.050049,3721.050049,0
1997-11-11,3724.850098,3750.250000,3723.399902,3723.399902,3723.399902,0
1997-11-12,3721.389893,3739.040039,3627.850098,3633.179932,3633.179932,0
1997-11-13,3601.300049,3616.439941,3534.060059,3554.100098,3554.100098,0
1997-11-14,3570.340088,3594.179932,3514.689941,3569.770020,3569.770020,0
1997-11-17,3552.429932,3580.909912,3539.250000,3578.100098,3578.100098,0
1997-11-18,3573.870117,3573.870117,3494.800049,3518.899902,3518.899902,0
1997-11-19,3479.070068,3479.070068,3393.149902,3454.649902,3454.649902,0
1997-11-20,3394.270020,3504.409912,3390.709961,3466.860107,3466.860107,0
1997-11-21,3450.750000,3541.229980,3450.399902,3523.439941,3523.439941,0
1997-11-24,3512.820068,3518.580078,3399.719971,3403.070068,3403.070068,0
1997-11-25,3400.750000,3490.399902,3388.459961,3479.889893,3479.889893,0
1997-11-26,3516.050049,3577.590088,3514.979980,3535.520020,3535.520020,0
1997-11-27,3530.679932,3645.899902,3524.139893,3628.070068,3628.070068,0
1997-11-28,3616.469971,3617.330078,3522.590088,3560.290039,3560.290039,0
1997-12-01,3536.070068,3574.060059,3488.659912,3569.649902,3569.649902,0
1997-12-02,3566.530029,3601.429932,3538.000000,3553.479980,3553.479980,0
1997-12-03,3559.879883,3590.899902,3537.669922,3562.370117,3562.370117,0
1997-12-04,3530.310059,3595.000000,3503.489990,3527.100098,3527.100098,0
1997-12-05,3526.020020,3552.270020,3469.080078,3469.080078,3469.080078,0
1997-12-08,3479.409912,3493.209961,3455.860107,3468.189941,3468.189941,0
1997-12-09,3469.919922,3485.010010,3367.889893,3391.590088,3391.590088,0
1997-12-10,3364.510010,3380.030029,3325.250000,3347.330078,3347.330078,0
1997-12-11,3336.330078,3344.409912,3247.629883,3329.139893,3329.139893,0
1997-12-12,3340.149902,3383.320068,3320.669922,3329.270020,3329.270020,0
1997-12-15,3321.550049,3371.729980,3291.090088,3367.560059,3367.560059,0
1997-12-16,3374.580078,3444.919922,3374.280029,3424.870117,3424.870117,0
1997-12-17,3458.270020,3499.260010,3455.100098,3487.020020,3487.020020,0
1997-12-18,3481.949951,3525.600098,3463.260010,3472.350098,3472.350098,0
1997-12-19,3463.459961,3542.040039,3460.179932,3540.189941,3540.189941,0
1997-12-22,3553.679932,3629.419922,3553.679932,3616.340088,3616.340088,0
1997-12-23,3639.979980,3676.760010,3627.090088,3641.110107,3641.110107,0
1997-12-24,3596.070068,3616.949951,3549.580078,3607.689941,3607.689941,0
1997-12-25,null,null,null,null,null,null
1997-12-26,3620.919922,3651.419922,3620.919922,3633.379883,3633.379883,0
1997-12-29,3648.649902,3709.719971,3643.780029,3706.790039,3706.790039,0
1997-12-30,3703.840088,3703.840088,3623.929932,3637.709961,3637.709961,0
1997-12-31,3630.479980,3711.260010,3630.479980,3658.979980,3658.979980,0
1998-01-01,3658.340088,3711.689941,3658.340088,3694.620117,3694.620117,0
1998-01-02,3704.469971,3739.379883,3701.399902,3719.850098,3719.850098,0
1998-01-05,3745.189941,3792.860107,3736.939941,3739.209961,3739.209961,0
1998-01-06,3724.429932,3727.239990,3684.020020,3719.620117,3719.620117,0
1998-01-07,3715.379883,3745.709961,3658.949951,3683.310059,3683.310059,0
1998-01-08,3671.689941,3679.139893,3598.159912,3598.159912,3598.159912,0
1998-01-09,3579.239990,3579.239990,3514.989990,3530.199951,3530.199951,0
1998-01-12,3482.979980,3482.979980,3394.949951,3395.040039,3395.040039,0
1998-01-13,3427.149902,3479.949951,3417.050049,3431.719971,3431.719971,0
1998-01-14,3431.719971,3482.050049,3380.979980,3400.790039,3400.790039,0
1998-01-15,3390.370117,3415.870117,3318.689941,3365.780029,3365.780029,0
1998-01-16,3373.100098,3398.969971,3351.209961,3382.320068,3382.320068,0
1998-01-19,3383.889893,3484.770020,3374.389893,3480.860107,3480.860107,0
1998-01-20,3487.860107,3516.000000,3448.969971,3455.949951,3455.949951,0
1998-01-21,3452.360107,3462.360107,3418.199951,3418.340088,3418.340088,0
1998-01-22,3408.669922,3409.340088,3366.939941,3380.300049,3380.300049,0
1998-01-23,3375.860107,3375.860107,3340.310059,3351.209961,3351.209961,0
1998-01-26,null,null,null,null,null,null
1998-01-27,3352.060059,3355.219971,3272.179932,3276.209961,3276.209961,0
1998-01-28,3272.739990,3301.899902,3200.830078,3209.550049,3209.550049,0
1998-01-29,3204.100098,3230.649902,3164.659912,3224.360107,3224.360107,0
1998-01-30,null,null,null,null,null,null
1998-02-02,3288.780029,3364.370117,3288.780029,3354.800049,3354.800049,0
1998-02-03,3360.399902,3363.330078,3326.169922,3354.879883,3354.879883,0
1998-02-04,3359.239990,3394.929932,3312.010010,3319.189941,3319.189941,0
1998-02-05,3339.020020,3366.070068,3336.969971,3352.479980,3352.479980,0
1998-02-06,3367.770020,3374.040039,3338.090088,3366.699951,3366.699951,0
1998-02-09,3359.469971,3371.610107,3345.340088,3348.350098,3348.350098,0
1998-02-10,3345.179932,3351.500000,3315.810059,3317.699951,3317.699951,0
1998-02-11,3330.110107,3342.080078,3288.760010,3292.909912,3292.909912,0
1998-02-12,3289.449951,3299.500000,3261.379883,3293.889893,3293.889893,0
1998-02-13,3306.389893,3373.530029,3297.540039,3373.530029,3373.530029,0
