Date,Open,High,Low,Close,Adj Close,Volume
1965-01-05,1257.719971,1257.719971,1257.719971,1257.719971,1257.719971,0
1965-01-06,1263.989990,1263.989990,1263.989990,1263.989990,1263.989990,0
1965-01-07,1274.270020,1274.270020,1274.270020,1274.270020,1274.270020,0
1965-01-08,1286.430054,1286.430054,1286.430054,1286.430054,1286.430054,0
1965-01-11,null,null,null,null,null,null
1965-01-12,1288.540039,1288.540039,1288.540039,1288.540039,1288.540039,0
1965-01-13,1281.670044,1281.670044,1281.670044,1281.670044,1281.670044,0
1965-01-14,1289.500000,1289.500000,1289.500000,1289.500000,1289.500000,0
1965-01-15,null,null,null,null,null,null
1965-01-18,1271.680054,1271.680054,1271.680054,1271.680054,1271.680054,0
1965-01-19,1270.339966,1270.339966,1270.339966,1270.339966,1270.339966,0
1965-01-20,1268.880005,1268.880005,1268.880005,1268.880005,1268.880005,0
1965-01-21,1270.459961,1270.459961,1270.459961,1270.459961,1270.459961,0
1965-01-22,1261.829956,1261.829956,1261.829956,1261.829956,1261.829956,0
1965-01-25,1249.719971,1249.719971,1249.719971,1249.719971,1249.719971,0
1965-01-26,1248.050049,1248.050049,1248.050049,1248.050049,1248.050049,0
1965-01-27,1258.209961,1258.209961,1258.209961,1258.209961,1258.209961,0
1965-01-28,1247.199951,1247.199951,1247.199951,1247.199951,1247.199951,0
1965-01-29,1242.270020,1242.270020,1242.270020,1242.270020,1242.270020,0
1965-02-01,1242.829956,1242.829956,1242.829956,1242.829956,1242.829956,0
1965-02-02,1238.750000,1238.750000,1238.750000,1238.750000,1238.750000,0
1965-02-03,1248.030029,1248.030029,1248.030029,1248.030029,1248.030029,0
1965-02-04,1261.599976,1261.599976,1261.599976,1261.599976,1261.599976,0
1965-02-05,1263.589966,1263.589966,1263.589966,1263.589966,1263.589966,0
1965-02-08,1258.930054,1258.930054,1258.930054,1258.930054,1258.930054,0
1965-02-09,1251.680054,1251.680054,1251.680054,1251.680054,1251.680054,0
1965-02-10,1248.609985,1248.609985,1248.609985,1248.609985,1248.609985,0
1965-02-11,null,null,null,null,null,null
1965-02-12,1257.939941,1257.939941,1257.939941,1257.939941,1257.939941,0
1965-02-15,1249.500000,1249.500000,1249.500000,1249.500000,1249.500000,0
1965-02-16,1247.010010,1247.010010,1247.010010,1247.010010,1247.010010,0
1965-02-17,1237.079956,1237.079956,1237.079956,1237.079956,1237.079956,0
1965-02-18,1241.410034,1241.410034,1241.410034,1241.410034,1241.410034,0
1965-02-19,1237.349976,1237.349976,1237.349976,1237.349976,1237.349976,0
1965-02-22,1224.819946,1224.819946,1224.819946,1224.819946,1224.819946,0
1965-02-23,1223.589966,1223.589966,1223.589966,1223.589966,1223.589966,0
1965-02-24,1219.099976,1219.099976,1219.099976,1219.099976,1219.099976,0
1965-02-25,1216.709961,1216.709961,1216.709961,1216.709961,1216.709961,0
1965-02-26,1213.069946,1213.069946,1213.069946,1213.069946,1213.069946,0
1965-03-01,1206.479980,1206.479980,1206.479980,1206.479980,1206.479980,0
1965-03-02,1202.540039,1202.540039,1202.540039,1202.540039,1202.540039,0
1965-03-03,1207.819946,1207.819946,1207.819946,1207.819946,1207.819946,0
1965-03-04,1213.030029,1213.030029,1213.030029,1213.030029,1213.030029,0
1965-03-05,1209.640015,1209.640015,1209.640015,1209.640015,1209.640015,0
1965-03-08,1190.979980,1190.979980,1190.979980,1190.979980,1190.979980,0
1965-03-09,1178.430054,1178.430054,1178.430054,1178.430054,1178.430054,0
1965-03-10,1173.339966,1173.339966,1173.339966,1173.339966,1173.339966,0
1965-03-11,1164.630005,1164.630005,1164.630005,1164.630005,1164.630005,0
1965-03-12,1175.859985,1175.859985,1175.859985,1175.859985,1175.859985,0
1965-03-15,1188.489990,1188.489990,1188.489990,1188.489990,1188.489990,0
1965-03-16,1181.219971,1181.219971,1181.219971,1181.219971,1181.219971,0
1965-03-17,1175.800049,1175.800049,1175.800049,1175.800049,1175.800049,0
1965-03-18,1182.689941,1182.689941,1182.689941,1182.689941,1182.689941,0
1965-03-19,1175.880005,1175.880005,1175.880005,1175.880005,1175.880005,0
1965-03-22,null,null,null,null,null,null
1965-03-23,1167.790039,1167.790039,1167.790039,1167.790039,1167.790039,0
1965-03-24,1157.050049,1157.050049,1157.050049,1157.050049,1157.050049,0
1965-03-25,1157.069946,1157.069946,1157.069946,1157.069946,1157.069946,0
1965-03-26,1162.770020,1162.770020,1162.770020,1162.770020,1162.770020,0
1965-03-29,1188.790039,1188.790039,1188.790039,1188.790039,1188.790039,0
1965-03-30,1139.800049,1139.800049,1139.800049,1139.800049,1139.800049,0
1965-03-31,1132.770020,1132.770020,1132.770020,1132.770020,1132.770020,0
1965-04-01,1127.579956,1127.579956,1127.579956,1127.579956,1127.579956,0
1965-04-02,1128.569946,1128.569946,1128.569946,1128.569946,1128.569946,0
1965-04-05,1124.449951,1124.449951,1124.449951,1124.449951,1124.449951,0
1965-04-06,1154.390015,1154.390015,1154.390015,1154.390015,1154.390015,0
1965-04-07,1159.979980,1159.979980,1159.979980,1159.979980,1159.979980,0
1965-04-08,1183.119995,1183.119995,1183.119995,1183.119995,1183.119995,0
1965-04-09,1180.569946,1180.569946,1180.569946,1180.569946,1180.569946,0
1965-04-12,1163.000000,1163.000000,1163.000000,1163.000000,1163.000000,0
1965-04-13,1149.410034,1149.410034,1149.410034,1149.410034,1149.410034,0
1965-04-14,1142.229980,1142.229980,1142.229980,1142.229980,1142.229980,0
1965-04-15,1161.729980,1161.729980,1161.729980,1161.729980,1161.729980,0
1965-04-16,1148.209961,1148.209961,1148.209961,1148.209961,1148.209961,0
1965-04-19,1136.130005,1136.130005,1136.130005,1136.130005,1136.130005,0
1965-04-20,1131.170044,1131.170044,1131.170044,1131.170044,1131.170044,0
1965-04-21,1119.859985,1119.859985,1119.859985,1119.859985,1119.859985,0
1965-04-22,1144.550049,1144.550049,1144.550049,1144.550049,1144.550049,0
1965-04-23,1133.300049,1133.300049,1133.300049,1133.300049,1133.300049,0
1965-04-26,1144.219971,1144.219971,1144.219971,1144.219971,1144.219971,0
1965-04-27,1150.079956,1150.079956,1150.079956,1150.079956,1150.079956,0
1965-04-28,1171.060059,1171.060059,1171.060059,1171.060059,1171.060059,0
1965-04-29,null,null,null,null,null,null
1965-04-30,1176.640015,1176.640015,1176.640015,1176.640015,1176.640015,0
1965-05-03,null,null,null,null,null,null
1965-05-04,null,null,null,null,null,null
1965-05-05,null,null,null,null,null,null
1965-05-06,1163.510010,1163.510010,1163.510010,1163.510010,1163.510010,0
1965-05-07,1162.630005,1162.630005,1162.630005,1162.630005,1162.630005,0
1965-05-10,1162.500000,1162.500000,1162.500000,1162.500000,1162.500000,0
1965-05-11,1163.869995,1163.869995,1163.869995,1163.869995,1163.869995,0
1965-05-12,1157.170044,1157.170044,1157.170044,1157.170044,1157.170044,0
1965-05-13,1159.859985,1159.859985,1159.859985,1159.859985,1159.859985,0
1965-05-14,1150.469971,1150.469971,1150.469971,1150.469971,1150.469971,0
1965-05-17,1149.000000,1149.000000,1149.000000,1149.000000,1149.000000,0
1965-05-18,1147.250000,1147.250000,1147.250000,1147.250000,1147.250000,0
